🕘️更新时间,#genre#
凤凰中文台,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文台,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
凤凰中文台,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文台,http://110.81.206.138:49231/tsfile/live/23020_1.m3u8?
凤凰中文台,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰中文台,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文台,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文台,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文台,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
凤凰中文台,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯台,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯台,http://110.81.206.138:49231/tsfile/live/23019_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯台,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰资讯台,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯台,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯台,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港台,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港台,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
凤凰香港台,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;amp;wsMonitor=0
凤凰香港台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB
翡翠台(美加·东岸时区),http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台(美加·东岸时区),http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠台(美加·东岸时区),https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台(美加·东岸时区),http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠台(美加·东岸时区),http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠台(美加·东岸时区),http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠台(美加·东岸时区),http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠台(美加·东岸时区),http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠台(美加·东岸时区),rtmp://sy.ecoheze.com/live/gdfc
翡翠台(美加·东岸时区),rtmp://redmine.ziyanuav.com/live/gdfc
翡翠台(美加·西岸时区),http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台(美加·西岸时区),http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠台(美加·西岸时区),https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台(美加·西岸时区),http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠台(美加·西岸时区),http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠台(美加·西岸时区),http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠台(美加·西岸时区),http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠台(美加·西岸时区),http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠台(美加·西岸时区),rtmp://sy.ecoheze.com/live/gdfc
翡翠台(美加·西岸时区),rtmp://redmine.ziyanuav.com/live/gdfc
翡翠台(欧·新时区),http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台(欧·新时区),http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠台(欧·新时区),https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台(欧·新时区),http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠台(欧·新时区),http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠台(欧·新时区),http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠台(欧·新时区),http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠台(欧·新时区),http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠台(欧·新时区),rtmp://sy.ecoheze.com/live/gdfc
翡翠台(欧·新时区),rtmp://redmine.ziyanuav.com/live/gdfc
翡翠台(英国时区),http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台(英国时区),http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠台(英国时区),https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台(英国时区),http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠台(英国时区),http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠台(英国时区),http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠台(英国时区),http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠台(英国时区),http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠台(英国时区),rtmp://sy.ecoheze.com/live/gdfc
翡翠台(英国时区),rtmp://redmine.ziyanuav.com/live/gdfc
TVB Plus,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
TVB无线新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
TVB无线新闻台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
TVB无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB无线新闻台,http://cdn.iptv8k.top/dl/jspd.php?id=2
TVB无线新闻台,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40
TVB无线新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
TVB明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
TVB星河频道(粤),http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河频道(粤),http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河频道(粤),http://65.108.74.147:49366/iptv.php?key=gat2&id=13
TVB星河频道(粤),http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
TVB星河频道(国),http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河频道(国),http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河频道(国),http://65.108.74.147:49366/iptv.php?key=gat2&id=13
TVB星河频道(国),http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
TVB功夫台(国),http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB功夫台(粤),http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
美亚电影(国),http://65.108.74.147:49366/iptv.php?key=gat2&id=15
美亚电影(国),http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
美亚电影(粤),http://65.108.74.147:49366/iptv.php?key=gat2&id=15
美亚电影(粤),http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
NBA TV,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
ViuTV,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
ViuTV,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
ViuTV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
ViuTV,http://122.152.202.33/s/81a8a44f/index.m3u8?id=686
RTHK 32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
Astro AOD,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
AXN,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
TVB无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
TVB无线新闻,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
TVB无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40
TVB无线新闻,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河,http://65.108.74.147:49366/iptv.php?key=gat2&id=13
TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
VIUTV,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
VIUTV,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
VIUTV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
VIUTV,http://122.152.202.33/s/81a8a44f/index.m3u8?id=686
凤凰卫视,http://120.198.101.106:9901/tsfile/live/1062_1.m3u8?key=txiptv
凤凰卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a2092354
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
千禧经典,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
华丽翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=Wlt
明珠台,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv
明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
千禧经典台,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
千禧经典台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
无线新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
J2,http://fm1077.serv00.net/Smart.php?id=j2_twn
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
VIU TV,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
VIU TV,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
VIU TV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
VIU TV,http://122.152.202.33/s/81a8a44f/index.m3u8?id=686
无线新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新聞台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新聞台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
翡翠,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠,http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠,http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠,http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠,rtmp://sy.ecoheze.com/live/gdfc
翡翠,rtmp://redmine.ziyanuav.com/live/gdfc
无线华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
华丽翡翠,http://cdn9.163189.xyz/smt1.1.php?id=Wlt
無綫新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
無綫新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
無綫新聞台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
無綫新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
無綫新聞台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
无线新闻台高清,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻台高清,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台高清,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新闻台高清,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新闻台高清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
翡翠臺高清,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠臺高清,http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠臺高清,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠臺高清,http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠臺高清,http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠臺高清,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠臺高清,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠臺高清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠臺高清,rtmp://sy.ecoheze.com/live/gdfc
翡翠臺高清,rtmp://redmine.ziyanuav.com/live/gdfc
明珠台高清,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv
明珠台高清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
ViuTV高清,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
ViuTV高清,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
ViuTV高清,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
ViuTV高清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=686
J2超清,http://fm1077.serv00.net/Smart.php?id=j2_twn
无线新闻台超清,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻台超清,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台超清,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新闻台超清,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新闻台超清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
翡翠臺超清,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠臺超清,http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠臺超清,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠臺超清,http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠臺超清,http://120.198.101.106:9901/tsfile/live/1007_1.m3u8?key=txiptv
翡翠臺超清,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jade_twn/playlist.m3u8
翡翠臺超清,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
翡翠臺超清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠臺超清,rtmp://sy.ecoheze.com/live/gdfc
翡翠臺超清,rtmp://redmine.ziyanuav.com/live/gdfc
明珠台超清,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv
明珠台超清,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
龍华电影,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
龍华电影,http://37.27.111.214:8080/live/19/hls.m3u8
三立综合,http://37.27.111.214:8080/live/31/hls.m3u8
CN卡通频道,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40
CN卡通频道,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?ct=19225&tid=MA0A4898983648989836&tsum=bd109117d126916f203880b1f2063d5e
五星体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
五星体育,http://api2.52tb.xyz/info?id=375&token=20230120rdbtgv
五星体育,http://139.196.151.191:2051/rtp/239.45.3.210:5140
五星体育,http://live.xmcdn.com/live/57/64.m3u8
中天综合HD,http://122.117.71.103:8525/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
八大第1,http://61.221.215.25:8800/hls/55/index.m3u8
TVBS HD,http://37.27.111.214:8080/live/23/hls.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://122.117.71.103:8541/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
TVBS欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
TVBS欢乐,http://50.7.234.10:8278/tvbshuanle_twn/playlist.m3u8?tid=MBCB7220883472208834&ct=19234&tsum=82bece8e29754b899ffb60e5246dfc74
纬来戏剧,http://122.117.71.103:8532/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
纬来育乐,rtmp://116.93.98.236/sat/tv701.flv
纬来育乐,rtmp://220.130.201.73/sat/tv701
凤凰中文HD,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文HD,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
凤凰中文HD,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文HD,http://110.81.206.138:49231/tsfile/live/23020_1.m3u8?
凤凰中文HD,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰中文HD,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文HD,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文HD,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文HD,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
凤凰中文HD,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯HD,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯HD,http://110.81.206.138:49231/tsfile/live/23019_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯HD,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰资讯HD,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯HD,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯HD,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯HD,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港HD,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港HD,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港HD,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
凤凰香港HD,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;amp;wsMonitor=0
凤凰香港HD,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB
TVB明珠,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
HBO,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
三立都会,http://50.7.234.10:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
Discovery,http://ott.watch/stream/E9LDH2ZCN7/177.m3u8
TVB J2,http://fm1077.serv00.net/Smart.php?id=j2_twn
东森戏剧,http://122.117.71.103:8529/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
中天娱乐,http://122.117.71.103:8526/http/61.222.53.250:8081/hls/67/809/ch26.m3u8
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
龙华洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MC1C3944472239444722&ct=19226&tsum=99c0c7c82e2fc48b16605865c3eaeb82
美亚电影台,http://65.108.74.147:49366/iptv.php?key=gat2&id=15
美亚电影台,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
J2 HD,http://fm1077.serv00.net/Smart.php?id=j2_twn
鳳凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
鳳凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
鳳凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
鳳凰中文,http://110.81.206.138:49231/tsfile/live/23020_1.m3u8?
鳳凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
鳳凰中文,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
鳳凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
鳳凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
鳳凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
鳳凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
鳳凰資訊,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
鳳凰資訊,http://110.81.206.138:49231/tsfile/live/23019_1.m3u8?key=txiptv&playlive=1&authid=0
鳳凰資訊,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
鳳凰資訊,http://61.221.215.25:8800/hls/47/index.m3u8
鳳凰資訊,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
鳳凰資訊,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
鳳凰資訊,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
鳳凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
鳳凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
鳳凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
鳳凰香港,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;amp;wsMonitor=0
鳳凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB
無線新聞,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
無線新聞,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
無線新聞,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
無線新聞,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
無線新聞,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
三立都会台,http://50.7.234.10:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
纬来体育HD,rtmp://f13h.mine.nu:1935/sat/tv721
纬来体育HD,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来体育HD,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8
纬来体育HD,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
纬来体育HD,http://api2.52tb.xyz/info?id=375&token=20230120rdbtgv
纬来体育HD,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandsport/playlist.m3u8
纬来体育HD,rtmp://220.130.201.73/sat/tv721
纬来体育HD,rtmp://116.93.98.236/sat/tv721.flv
